Label,Content
ham,we are supposed to meet to discuss abt our trip PUNCT thought xuhui told you in the afternoon thought we can go for lesson after that
ham,hey come online use msn PUNCT we are all there
ham,I m fine hope you are good do take care
ham,oops I was in the shower when u called hey a parking garage collapsed at university hospital see I m not crazy stuff like that DOES happen
ham,aiyo u so poor thing PUNCT then u dun wan 2 eat U bathe already
ham,yar PUNCT I tot u knew dis would happen long ago already
ham,you are gorgeous keep those pix cumming thank you
ham,A boy was late 2 home his father POWER OF FRNDSHIP 
ham,JADE ITS PAUL Y DIDNåÕT U TXT ME DO U REMEMBER ME FROM BARMED I WANT 2 TALK 2 U TXT ME
ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled 
ham,so what u doing today
ham,I said its okay sorry
ham,slept I thinkThis time lt gt pm is not dangerous
ham,networking job is there
spam,goldviking 29 M is inviting you to be his friend reply YES 762 or NO 762 see him wwwSMSac u goldviking STOP send STOP FRND to 62468
ham,dont let studying stress you out L8r
ham,that s y u haf 2 keep me busy PUNCT 
ham,no rushing I m not working I m in school so if we rush we go hungry
ham,which channel 
ham,so your telling me I coulda been your real valentine and I wasn t U never pick me for NOTHING PUNCT 
spam,phony å 350 award todays voda numbers ending XXXX are selected to receive a å 350 award if you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,we made it eta at taunton is 12 30 as planned hope that Û s still okday PUNCT good to see you xx
ham,I m hungry buy smth home PUNCT 
ham, HEY KATE
ham,my drive can only be read I need to write
ham,just looked it up and addie goes back monday sucks to be her
ham,happy new year hope you are having a good semester
ham,esplanade lor where else PUNCT 
ham,can you talk with me PUNCT 
ham,hmph go head big baller
ham,well its not like you actually called someone a punto that woulda been worse
ham,nope since ayo travelled he has forgotten his guy
ham,you still around looking to pick up later
spam,cds 4u congratulations ur awarded å 500 of CD gift vouchers or å 125 gift guaranteed freeentry 2 å 100 wkly draw xt MUSIC to 87066 tncs wwwldewcom1win150ppmx3age16
ham,there s someone here that has a year lt gt toyota camry like mr olayiwola s own mileage is lt gt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
ham,guess which pub im in im as happy as a pig in clover or whatever the saying is
ham,ILL B DOWN SOON
ham,oh k I will come tomorrow
ham,go fool dont cheat others ok
ham,my mobile numberpls sms ur mail idconvey regards to achan ammaRakheshQatar
ham,by the way rencontre is to meet again mountains dont PUNCT 
spam,you have WON a guaranteed å 1000 cash or a å 2000 prize to claim yr prize call our customer service representative on 08714712412 between 10am 7pm cost 10p
ham,U attend ur driving lesson how many times a wk n which day
ham,uncle G just checking up on you do have a rewarding month
ham,hello boytoy geeee PUNCT I m missing you today I like to send you a tm and remind you I m thinking of you PUNCT and you are loved PUNCT loving kiss 
ham,I think the other two still need to get cash but we can def be ready by 9
ham,hey gals PUNCT U all wanna meet 4 dinner at nÌÂte
spam,dear 0776xxxxxxx U ve been invited to XCHAT this is our final attempt to contact u txt CHAT to 86688 150p msgrcvdhg Suite342 2Lands row W1J6HL LDN 18yrs
ham,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me 
ham,great how is the office today
ham,it s cool we can last a little while getting more any time soon
ham, sad puppy noise
ham,yes its possible but dint try pls dont tell to any one k
ham,anyway holla at me whenever you re around because I need an excuse to go creep on people in sarasota
ham,where you what happen
ham,I was gonna ask you lol but i think its at 7
spam,ur cash balance is currently 500 pounds to maximize ur cash in now send GO to 86688 only 150p meg CC 08718720201 HG Suite342 2lands row W1j6HL
spam,PRIVATE your 2003 account statement for shows 800 un redeemed SIM points call 08715203685 identifier code 4xx26 expires 13 10 04
ham,go chase after her and run her over while she s crossing the street
spam,I d like to tell you my deepest darkest fantasies call me 09094646631 just 60p min to stop texts call 08712460324 nat rate 
ham,is there coming friday is leave for pongaldo you get any news from your work place
ham,hey PUNCT very inconvenient for your sis a not huh
ham,ok i vl PUNCT do u know i got adsense approved PUNCT 
ham, was really good to see you the other day dudette been missing you
ham,I want to go to perumbavoor
ham,how many times i told in the stage all use to laugh you not listen aha
spam,you won t believe it but it s true it s incredible txts reply G now to learn truly amazing things that will blow your mind from O2FWD only 18p txt
ham, you didn t hear it from me 
ham,thanks for being there for me just to talk to on saturday you are very dear to me I cherish having you as a brother and role model
ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala
spam,natalie 20 F is inviting you to be her friend reply YES 165 or NO 165 see her wwwSMSac u natalie2k9 STOP send STOP FRND to 62468
ham,she ran off with a younger man we will make pretty babies together 
spam,jamster to get your free wallpaper text HEART to 88888 now T C apply 16 only need help call 08701213186
ham,O ic lol should play 9 doors sometime yo
ham,dunno my dad said he coming home 2 bring us out 4 lunch yup i go w u lor I call u when i reach school lor PUNCT 
ham,we have sent JD for customer service cum accounts executive to ur mail id for details contact us
ham,desires u going to doctor 4 liver and get a bit stylish get ur hair managed thats it
ham,hmmmstill we dont have opener
ham,yeah so basically any time next week you can get away from your mom amp get up before 3
ham,edison has rightly said A fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva PUNCT GM
ham,I will vote for wherever my heart guides me
ham,with my sis lor PUNCT we juz watched italian job
ham,tick tick tick PUNCT where are you I could die of loneliness you know pouts stomps feet I need you PUNCT 
ham,lmao you know me so well PUNCT 
spam,double mins double txt 1 2 price linerental on latest orange bluetooth mobiles call MobileUpd8 for the very latest offers 08000839402 or call2optout LF56
ham,am on a train back from northampton so i m afraid not I m staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way
ham,goodnight da thangam I really miss u dear
ham,hey next sun 1030 there s a basic yoga course PUNCT at bugis PUNCT we can go for that PUNCT pilates intro next sat PUNCT tell me what time you r free
ham,geeeee PUNCT your internet is really bad today eh 
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call MobileUpd8 08001950382 or Call2OptOut 674
ham,I think i am disturbing her da
ham,sorry I ll call you later I am in meeting sir
ham,havent stuck at orchard in my dad s car going 4 dinner now U leh so r they free tonight
ham,ok i also wan 2 watch e 9 pm show PUNCT 
ham,I dunno lei PUNCT like dun haf PUNCT 
ham,but your brother transfered only lt gt lt gt pa
ham,I calls you later afternoon onwords mtnl service get problem in south mumbai I can hear you but you cann t listen me
spam,83039 62735 å 450 UK break accommodationvouchers terms conditions apply 2 claim you mustprovide your claim number which is 15541
ham,talk to g and x about that
ham,hai dear friends PUNCT this is my new amp present number PUNCT by rajitha raj ranju 
spam,5p 4 alfie moon s children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
ham,as in different styles
spam,WIN a å 200 shopping spree every WEEK starting NOW 2 play text STORE to 88039 skilgme TsCs08714740323 1Winawk age16 å 150perweeksub
ham,gud ni8 dear PUNCT slp well PUNCT take care PUNCT swt dreams PUNCT muah PUNCT 
ham,I want to sent lt gt mesages today thats y sorry if i hurts
spam,this is the 2nd attempt to contract U you have won this weeks top prize of either å 1000 cash or å 200 prize just call 09066361921
ham,well i m glad you didn t find it totally disagreeable PUNCT lol
ham,guy no flash me now if you go call me call me how madam take care oh
spam,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call 08000930705
ham,mark works tomorrow he gets out at 5 his work is by your house so he can meet u afterwards
ham, keep ur problems in ur heart
ham,yeah give me a call if you ve got a minute
ham, HI BABE UAWAKEFEELLIKW SHITJUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOVBEHIND OURBACKS åÐ FUCKINNICESELFISH
ham,amazing if you rearrange these letters it gives the same meaning PUNCT dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing PUNCT 
ham,aiya we discuss later lar PUNCT pick Ì up at 4 is it
ham,hey happy birthday PUNCT 
ham,sorry i missed your call can you please call back
ham,omg if its not one thing its another my cat has worms when does this bad day end
ham,good morning im suffering from fever and dysentry PUNCT will not be able to come to office today
ham,I wont do anything de
ham,what type of stuff do you sing
ham,st andre virgil s cream
ham,no no I will check all rooms befor activities
ham,my fri ah PUNCT okie lor goin 4 my drivin den go shoppin after tt PUNCT 
ham,gokila is talking with you aha 
ham,hi shanil rakhesh herethanks i have exchanged the uncut diamond stuffleaving back excellent service by dino and prem
ham,kkthis month kotees birthday know
ham,but i m really really broke oh no amount is too small even lt gt 
ham,sorry about that this is my mates phone and i didnt write it love kate
spam,themob hit the link to get a premium pink panther game the new no 1 from sugababes a crazy zebra animation or a badass hoody wallpaper all 4 FREE
ham,ah well that confuses things doesnt it I thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money
ham,aight call me once you re close
ham,nope thats fine I might have a nap tho
spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvisionukcom
ham,in other news after hassling me to get him weed for a week andres has no money HAUGHAIGHGTUJHYGUJ
ham,A boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal dt time a truck was speeding towards d gal wn it was about 2 hit d girl d boy ran like hell n saved her she asked hw cn u run so fast D boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story I hv free msgs D gud ni8 
ham,I wnt to buy a BMW car urgently PUNCT its vry urgentbut hv a shortage of lt gt lacsthere is no source to arng dis amt lt gt lacs PUNCT thats my prob
ham,ding me on ya break fassyole blacko from londn
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,the sign of maturity is not when we start saying big things PUNCT but actually it is when we start understanding small things PUNCT HAVE A NICE EVENING BSLVYL
ham,oh you got many responsibilities
spam,you have 1 new message please call 08715205273
ham,I ve reached sch already PUNCT 
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco FREE on 08002986906
ham,U definitely need a module from e humanities dis sem izzit U wan 2 take other modules 1st
ham,argh why the fuck is nobody in town 
spam,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3GBP network operator rates apply
ham,thanks fills me with complete calm and reassurance
ham,aslamalaikkum PUNCT insha allah tohar beeen muht albi mufti mahfuuz PUNCT meaning same here PUNCT 
ham,are you driving or training
ham,lol for real she told my dad I have cancer
spam,PRIVATE your 2003 account statement for 078
ham,oops I did have it lt gt 
ham, NOT ENUFCREDEIT TOCALLSHALL ILEAVE UNI AT 6 GET A BUS TO YOR HOUSE 
ham,hi chikku send some nice msgs
ham,he is impossible to argue with and he always treats me like his sub like he never released me PUNCT which he did and I will remind him of that if necessary
ham,after my work ah PUNCT den 6 plus lor PUNCT U workin oso rite PUNCT den go orchard lor no other place to go liao PUNCT 
ham,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola
ham,cuz ibored and don wanna study
ham,wot about on wed nite I am 3 then but only til 9
ham,rose for red red for blood blood for heart heart for u but u for me PUNCT send tis to all ur friends PUNCT including me PUNCT if u like me PUNCT if u get back 1 u r poor in relation 2 u need some 1 to support 3 u r frnd 2 many 4 some1 luvs u 5 some1 is praying god to marry u try it PUNCT 
ham,any way where are you and what doing
ham,that sucks I ll go over so u can do my hair you ll do it free right
ham,it s still not working and this time i also tried adding zeros that was the savings the checking is lt gt 
ham,hmm PUNCT dunno leh mayb a bag 4 goigng out dat is not too small or jus anything except perfume smth dat i can keep
ham,sday only joinedso training we started today 
ham,sorry was at the grocers
ham,there are some nice pubs near here or there is frankie n bennys near the warner cinema
spam,YOU VE WON your 4 costa del sol holiday or å 5000 await collection call 09050090044 now toClaim SAE TC s POBox334 stockport SK38xh Costå 150 pm Max10mins
ham,yup PUNCT I havent been there before PUNCT you want to go for the yoga I can call up to book
ham,oh shut it omg yesterday I had a dream that I had 2 kids both boys I was so pissed not only about the kids but them being boys I even told mark in my dream that he was changing diapers cause I m not getting owed in the face
ham,yeah I imagine he would be really gentle unlike the other docs who treat their patients like turkeys
spam,FREE for 1st week No1 nokia tone 4 ur mobile every week just txt NOKIA to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 W45WQ 16 norm150p tone
ham,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link
ham,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate
ham,I m in office now da where are you
ham,aiyar u so poor thing PUNCT I give u my support k PUNCT jia you I ll think of u PUNCT 
ham,oh unintentionally not bad timing great fingers the trains play along will give fifteen min warning
spam,get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å 33 50 only with the scotsman this saturday to stop go2 notxtcouk
ham,K PUNCT then come wenever u lik to come and also tel vikky to come by getting free time PUNCT 
ham,pls call me da what happen
ham,happy new year to u and ur family PUNCT may this new year bring happiness stability and tranquility to ur vibrant colourful life 
ham,no problem with the renewal ill do it right away but i dont know his details
ham,idk I m sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i m a failure in everything nobody wants me and now i feel like i m failing you
ham,haven t left yet so probably gonna be here til dinner
ham,like lt gt same question
ham,MY NEW YEARS EVE WAS OK I WENT TO A PARTY WITH MY BOYFRIEND WHO IS THIS SI THEN HEY
ham,sir I need velusamy sir s date of birth and company bank facilities details
ham,K k sms chat with me
ham,I will come with karnan car please wait till 6pm will directly goto doctor
ham,no but the bluray player can
ham,ok PUNCT then r we meeting later
ham,lol no I just need to cash in my nitros hurry come on before I crash out
ham,just send a text we ll skype later
ham,ok leave no need to ask
spam,congrats 2 mobile 3G videophones R yours call 09063458130 now videochat wid ur mates play java games dload polypH music noline rentl bx420 ip4 5we 150p
ham,ÌÏ still got lessons ÌÏ in sch
ham,Y she dun believe leh I tot i told her it s true already I thk she muz c us tog then she believe
ham,oh did you charge camera
ham,I Û ve got some salt you can rub it in my open wounds if you like
ham,now i m going for lunch
ham,I m in school now n i ll be in da lab doing some stuff give me a call when Ì r done
ham,oh k I will come tomorrow
ham,aight text me tonight and we ll see what s up
ham,U 2
ham,water logging in desert geoenvironmental implications
ham,raji PUNCT pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
ham,company is very goodenvironment is terrific and food is really nice 
ham,very strange and are watching the 2nd one now but i m in bed sweet dreams miss u
spam,SMS AUCTION A BRAND NEW nokia 7250 is up 4 auction today auction is FREE 2 join take part txt NOKIA to 86021 now
ham,hi hope u r both ok he said he would text and he hasn t have u seen him let me down gently please
ham,babe I fucking love you too PUNCT you know fuck it was so good to hear your voice I so need that I crave it I can t get enough I adore you ahmad kisses 
ham,K sure am in my relatives home sms me de pls 
ham,I sent them do you like
ham,fuuuuck I need to stop sleepin sup
ham,I m in town now so i ll jus take mrt down later
ham,I just cooked a rather nice salmon a la you
ham,I uploaded mine to facebook
ham,WHAT TIME U WRKIN
ham,okie
spam,ree entry in 2 a weekly comp for a chance to win an ipod txt POD to 80182 to get entry std txt rate T C s apply 08452810073 for details 18 
spam,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had to claim 4 free reply with CLAIM to this msg 2 stop txt STOP
ham,sorry I ll call later
ham,oh oh PUNCT den muz change plan liao PUNCT go back have to yan jiu again PUNCT 
ham,it s wylie you in tampa or sarasota
ham,ok PUNCT take ur time n enjoy ur dinner PUNCT 
ham,darren was saying dat if u meeting da ge den we dun meet 4 dinner cos later u leave xy will feel awkward den u meet him 4 lunch lor
spam,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt CARD SPOOK to 8007 zed 08701417012150p per logo pic
ham,I like cheap but i Û m happy to splash out on the wine if it makes you feel better PUNCT 
ham,shes fine I have had difficulties with her phone it works with mine can you pls send her another friend request
ham,ugh my leg hurts musta overdid it on mon
spam,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access wwwtelediscountcouk
spam,YOU VE WON your 4 costa del sol holiday or å 5000 await collection call 09050090044 now toClaim SAE TC s POBox334 stockport SK38xh Costå 150 pm Max10mins
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS
ham,me fine PUNCT absolutly fine
ham,how come she can get it should b quite diff to guess rite PUNCT 
spam,had your mobile 11mths update for FREE to oranges latest colour camera mobiles unlimited weekend calls call mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,I will reach ur home in lt gt minutes
ham,babe I m answering you can t you see me maybe you d better reboot YM PUNCT I got the photo PUNCT it s great 
ham,hiwhat you think about match
ham,I know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
ham,dai i downloaded but there is only exe file which i can only run that exe after installing
ham,it is only yesterday true true
ham,kkhow is your business now
ham,3 pa but not selected
spam,natalja 25 F is inviting you to be her friend reply YES 440 or NO 440 see her wwwSMSac u nat27081980 STOP send STOP FRND to 62468
ham,I keep ten rs in my shelf buy two egg
ham,I am late I will be there at
ham,well thats nice too bad i cant eat it
ham,I accidentally brought em home in the box
ham,pls she needs to dat slowly or she will vomit more
ham,I have to take exam with in march 3
ham,jane babes not goin 2 wrk feel ill after lst nite foned in already cover 4 me chuck 
ham,5 nights PUNCT we nt staying at port step liao PUNCT too ex
ham,if I die I want u to have all my stuffs
ham, OH FUCK JUSWOKE UP IN A BED ON A BOATIN THE DOCKS SLEPT WID 25 YEAR OLD SPINOUT GIV U DA GOSSIP L8R XXX 
ham,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts U smile becoz SOMEONE still loves to see u smiling PUNCT 
ham,prabha PUNCT i m soryda PUNCT realy PUNCT frm heart i m sory
ham,I re met alex nichols from middle school and it turns out he s dealing
spam,PRIVATE your 2003 account statement for fone no shows 800 un redeemed S I M points call 08715203656 identifier code 42049 expires 26 10 04
ham,it means u could not keep ur words
ham,nope I m still in the market
ham,I realise you are a busy guy and i m trying not to be a bother I have to get some exams outta the way and then try the cars do have a gr8 day
spam,YOU ARE CHOSEN TO RECEIVE A å 350 AWARD pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer
ham,hey what how about your project started aha da
ham,ok cool see ya then
ham,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply PUNCT 
spam,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
ham,yeah I can still give you a ride
ham,jay wants to work out first how s 4 sound
ham,gud gud PUNCT k chikku tke care PUNCT sleep well gud nyt
ham,its a part of checking IQ
ham,hmm thinking lor PUNCT 
ham,of course don t tease me PUNCT you know I simply must see grins PUNCT do keep me posted my prey PUNCT loving smile devouring kiss 
ham,thanks for the temales it was wonderful thank have a great week
ham,thank you princess I want to see your nice juicy booty PUNCT 
ham,haven t eaten all day I m sitting here staring at this juicy pizza and I can t eat it these meds are ruining my life
ham,gud ni8 dear PUNCT slp well PUNCT take care PUNCT swt dreams PUNCT muah PUNCT 
ham,U come n search tat vid PUNCT not finishd PUNCT 
ham,K I m leaving soon be there a little after 9
spam,urgent please call 09061213237 from a landline å 5000 cash or a 4 holiday await collection T cs SAE PO box 177 M227XY 16 
ham,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun
ham,you do your studies alone without anyones help if you cant no need to study
ham,please tell me not all of my car keys are in your purse
ham,I didnt get anything da
ham,ok PUNCT sweet dreams PUNCT 
ham,well she s in for a big surprise
ham,as usual PUNCT iam fine happy amp doing well PUNCT 
ham,1 in cbe 2 in chennai
ham,can help u swoop by picking u up from wherever ur other birds r meeting if u want
ham,if anyone calls for a treadmill say you ll buy it make sure its working I found an ad on craigslist selling for lt gt 
ham,I absolutely LOVE south park I only recently started watching the office
ham,did you see that film 
ham,pls speak with me I wont ask anything other then you friendship
ham,storming msg wen u lift d phne u say HELLO do u knw wt is d real meaning of HELLO PUNCT it s d name of a girl PUNCT yes PUNCT and u knw who is dat girl PUNCT margaret hello she is d girlfrnd f grahmbell who invnted telphone PUNCT moral one can 4get d name of a person
ham,gud ni8swt drmstake care
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,anything lar then Ì not going home 4 dinner
ham, ER
spam,if you don t your prize will go to another customer T C at wwwt cbiz 18 150p min polo ltd suite 373 london W1J 6HL please call back if busy
ham,did u fix the teethif not do it asapok take care
ham,so u wan 2 come for our dinner tonight a not
ham,hellohow u doingWhat u been up 2When will u b moving out of the flat cos I will need to arrange to pick up the lamp etc take care hello caroline
ham,its too late but its kwish you the same
ham,hi hope ur day good back from walk table booked for half eight let me know when ur coming over
ham,oh yeah clearly it s my fault
ham,dunno leh cant remember mayb lor so wat time r we meeting tmr
ham,best msg it s hard to be with a person when u know that one more step foward will make u fall in love PUNCT amp one step back can ruin ur friendship PUNCT good night PUNCT 
spam,URGENT your mobile number has been awarded with a å 2000 prize GUARANTEED call 09061790126 from land line claim 3030 valid 12hrs only 150ppm
ham,helloooo PUNCT wake up PUNCT sweet morning welcomes you enjoy this day with full of joy PUNCT GUD MRNG 
ham,vikky come around lt TIME gt PUNCT 
ham,and how you will do that princess 
ham,I have gone into get info bt dont know what to do
ham,yeah probably here for a while
ham,sent me ur email id soon
spam,URGENT you have won a 1 week FREE membership in our å 100 000 prize jackpot txt the word CLAIM to no 81010 T C wwwdbuknet LCCLTD POBOX 4403LDNW1A7RW18
ham,I m still pretty weak today PUNCT bad day 
ham,hey don t forget PUNCT you are MINE PUNCT for ME PUNCT my possession PUNCT MY property PUNCT MMM PUNCT childish smile PUNCT 
ham,an excellent thought by a misundrstud frnd I knw u hate me bt the day wen u ll knw the truth u ll hate urself gn 
ham,hey congrats 2u2 id luv 2 but ive had 2 go home
ham,dear where you call me
ham,xy trying smth now U eat already we havent PUNCT 
spam,urgent please call 09061213237 from landline å 5000 cash or a luxury 4 canary islands holiday await collection T cs SAE PO box 177 M227XY 150ppm 16 
ham,I donno its in your genes or something
spam,XMAS iscoming ur awarded either å 500 CD gift vouchers free entry 2 r å 100 weekly draw txt MUSIC to 87066 tnc wwwLdewcom1win150ppmx3age16subscription
ham,alex says he s not ok with you not being ok with it
ham,are u coming to the funeral home
ham,my darling sister how are you doing when s school resuming is there a minimum wait period before you reapply do take care
ham,ill hand her my phone to chat wit u
ham,well good morning mr hows london treatin ya treacle
ham,I can t make it tonight
ham,at WHAT TIME should i come tomorrow
ham,about lt gt bucks the banks fees are fixed better to call the bank and find out
ham,I can but it will tell quite long cos i haven t finish my film yet PUNCT 
ham,pls ask macho how much is budget for bb bold 2 is cos i saw a new one for lt gt dollars
ham, hi missed your call and my mumHas beendropping red wine all over theplace what is your adress 
ham,ill be at yours in about 3 mins but look out for me
ham,what you did in leave
ham,I m coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now
ham,jolly good by the way will give u tickets for sat eve 730 speak before then x
ham,yeah that s what I was thinking
ham,kk i m going to tirunelvali this week to see my uncle PUNCT i already spend the amount by taking dress so only i want moneyi will give it on feb 1
ham,here got ur favorite oyster PUNCT N got my favorite sashimi PUNCT ok lar i dun say already PUNCT wait ur stomach start rumbling PUNCT 
ham,my sister going to earn more than me da
spam,get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game text TONE or FLAG to 84199 optout txt ENG STOP Box39822 W111WX å 150
ham,hahaha PUNCT use your brain dear
ham,jus finish watching tv PUNCT U
ham,K fyi I m back in my parents place in south tampa so I might need to do the deal somewhere else
ham,good morning my love PUNCT I go to sleep now and wish you a great day full of feeling better and opportunity PUNCT you are my last thought babe I LOVE YOU kiss 
ham,kothi print out marandratha
ham,but we havent got da topic yet rite
ham,ok no problem PUNCT yup i m going to sch at 4 if i rem correctly PUNCT 
ham,thanks I ll keep that in mind
ham,aah bless how s your arm
ham,dear sir salam alaikkumpride and pleasure meeting you today at the tea shopwe are pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regards
ham,gal n boy walking in d park gal can i hold ur hand boy y do u think i would run away gal no jst wana c how it feels walking in heaven with an prince PUNCT GN 
ham,what makes you most happy
ham,wishing you a wonderful week
ham,sweet heart how are you
ham,sir waiting for your letter
ham,dude im no longer a pisces im an aquarius now
ham,X course it 2yrs just so her messages on messenger lik you r sending me
ham,I think steyn surely get one wicket 
ham,neither in sterm voice i m studying all fine with me not sure the thing will be resolved tho anyway have a fab hols
ham,garbage bags eggs jam bread hannaford wheat chex
ham,no it s not pride I m almost lt gt years old and shouldn t be takin money from my kid you re not supposed to have to deal with this stuff this is grownup stuff why i don t tell you
ham,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end
ham,my birthday is on feb lt gt da 
ham,so when do you wanna gym
ham,you d like that wouldn t you jerk
ham,are u awake is there snow there
ham,and of course you should make a stink
spam,u r subscribed 2 TEXTCOMP 250 wkly comp 1st wks free question follows subsequent wks charged 150p msg2 unsubscribe txt STOP 2 84128 custcare 08712405020
ham,no go no openings for that room til after thanksgiving without an upcharge
ham,when you guys planning on coming over
ham,wat Ì doing now
ham,my parents my kidz my friends n my colleagues all screaming PUNCT SURPRISE PUNCT and I was waiting on the sofa PUNCT PUNCT PUNCT NAKED PUNCT 
ham,no sir that s why i had an 8 hr trip on the bus last week have another audition next wednesday but i think i might drive this time
ham,do I I thought I put it back in the box
ham,I m home PUNCT 
ham,no one interested may be some business plan
ham,yup it s at paragon PUNCT I havent decided whether 2 cut yet PUNCT hee PUNCT 
ham,good morning princess have a great day
ham,guai PUNCT ÌÏ shd haf seen him when he s naughty PUNCT ÌÏ so free today can go jogging PUNCT 
ham,aiyo cos i sms Ì then Ì neva reply so i wait 4 Ì to reply lar I tot Ì havent finish ur lab wat
ham,living is very simple PUNCT loving is also simple PUNCT laughing is too simple PUNCT winning is tooo simple PUNCT but being SIMPLE is very difficult PUNCT 
ham,tell me something thats okay
ham,ok
ham,hmm shall i bring a bottle of wine to keep us amused just joking I ll still bring a bottle red or white see you tomorrow
ham,this is ur face test 1 2 3 4 5 6 7 8 9 lt gt select any number i will tell ur face astrology PUNCT am waiting quick reply PUNCT 
ham,hey iouri gave me your number I m wylie ryan s friend
ham,yep get with the program you re slacking
ham,I m in inside office PUNCT still filling formsdon know when they leave me
ham,I think your mentor is but not 100 percent sure
spam,call 09095350301 and send our girls into erotic ecstacy just 60p min to stop texts call 08712460324 nat rate 
spam,camera you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days
spam,A å 400 XMAS REWARD IS WAITING FOR YOU our computer has randomly picked you from our loyal mobile customers to receive a å 400 reward just call 09066380611
ham,just trying to figure out when I m suppose to see a couple different people this week we said we d get together but I didn t set dates
spam,IMPORTANT MESSAGE this is a final contact attempt you have important messages waiting out our customer claims dept expires 13 4 04 call 08717507382 NOW
ham,hi mom we might be back later than lt gt 
spam,dating i have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence
ham,lol oh you got a friend for the dog 
ham,ok is any problem to u frm him wats matter
ham,K I ll head out in a few mins see you there
ham,do u konw waht is rael FRIENDSHIP im gving yuo an exmpel jsut ese tihs msg PUNCT evrey splleing of tihs msg is wrnog PUNCT bt sitll yuo can raed it wihtuot ayn mitsake PUNCT GOODNIGHT amp HAVE A NICE SLEEP PUNCT SWEET DREAMS PUNCT 
ham,I cant pick the phone right now pls send a message
ham,I don t want you to leave but i m barely doing what i can to stay sane fighting with you constantly isn t helping
spam,the current leading bid is 151 to pause this auction send OUT customer care 08718726270
spam,free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800 PSP or å 250 cash every wkTXT GREAT to 80878 http wwwgr8prizescom 08715705022
ham,somebody set up a website where you can play hold em using eve online spacebucks
ham,its sunny in california the weather s just cool
spam,you have 1 new message call 0207 083 6089
